word,frequency
speaker,3
mothafucka,3
breathin,3
stunner,3
lane,3
career,3
asia,3
complain,3
title,3
mercy,3
snake,3
lung,3
pac,3
wine,3
shawty,3
lodi,3
dodi,3
taxi,3
autumn,3
kiddin,3
billboard,3
flashlight,3
microphone,3
clack,3
travel,3
bore,3
link,3
underdog,3
ordinary,3
gear,3
complex,3
worldwide,3
guilty,3
illegirl,3
overdose,3
drunk,3
airport,3
port,3
toy,3
shee,3
magazine,3
superman,3
pinocchio,3
ago,3
groom,3
ing,3
huene,3
beomgyu,3
mumble,3
tumble,3
flashin,3
juice,3
planet,3
park,3
que,3
island,3
maker,3
deeply,3
mute,3
mystery,3
soobin,3
tic,3
lust,3
flexin,3
overload,3
lovesick,3
grey,3
arrow,3
pillow,3
connect,3
hill,3
boogie,3
playgirl,3
hyper,3
heel,3
loss,3
quite,3
beginning,3
nod,3
doll,3
superwoman,3
relax,3
lean,3
un,3
hidden,3
thurr,3
warning,3
warn,3
bust,3
roulette,3
post,3
whether,3
erase,3
headache,3
carefully,3
dig,3
stiffen,3
sis,3
message,3
plenty,3
loving,3
grip,3
enigmatic,3
woop,3
target,3
romanization,3
amu,3
saenggak,3
saneunde,3
saenggal,3
geol,3
eotteohge,3
eopsneun,3
geunyang,3
neoui,3
nam,3
bureopji,3
anhge,3
seoro,3
ulgobulgo,3
sorichyeodo,3
haengbokhaesseossneunde,3
namdeuri,3
bureopge,3
jinsim,3
eorin,3
jugo,3
urin,3
gyeolguk,3
ireohge,3
dwae,3
ttae,3
jeongmal,3
jom,3
exchange,3
genuine,3
person,3
ttalaseo,3
eun,3
dochaghagi,3
jeonkkaji,3
jinaego,3
eoya,3
eo,3
sigan,3
paralyze,3
shhh,3
brrr,3
gray,3
waterfall,3
amor,3
ine,3
jewel,3
coke,3
finder,3
yoo,3
grant,3
aw,3
shell,3
daddy,3
reality,3
multiverse,3
coffee,3
cube,3
privacy,3
textin,3
tour,3
en,3
spice,3
seek,3
brass,3
guitar,3
treasure,3
silent,3
war,3
wanted,3
thick,3
thin,3
lockstep,3
pound,3
nev,3
complete,3
summ,3
opening,3
divide,3
jail,3
active,3
cook,3
mn,3
stackin,3
stomp,3
cxm,3
gym,3
sticky,3
actually,3
ziaco,3
cope,3
grasp,3
wavy,3
sunflower,3
guide,3
family,3
sid,3
naked,3
lardy,3
dardy,3
drinkin,3
order,3
wolf,3
versus,3
self,3
cherry,3
naturally,3
snatch,3
address,3
agree,3
greet,3
castle,3
invitation,3
beside,3
twisted,3
adrenaline,3
somewhere,3
refuse,3
clearly,3
early,3
tame,3
invader,3
tie,3
scent,3
sacrifice,3
jelly,3
blurry,3
heartache,3
preciou,3
gemini,3
beggin,3
journey,3
invite,3
purple,3
parade,3
drug,3
fraid,3
sequence,3
wet,3
miney,3
moe,3
pandora,3
incoming,3
admit,3
nighttime,3
trendsetter,3
grave,3
disguise,3
ni,3
crimson,3
wash,3
hobby,3
mhmm,3
fucking,3
silver,3
mile,3
somehow,3
cute,3
bottle,3
neu,3
ron,3
coincidence,3
incidence,3
thankin,3
lesson,3
quiero,3
crime,3
obsess,3
background,3
baddest,3
boh,3
bezos,3
bike,3
reload,3
sweety,3
rotation,3
sweetest,3
hakuna,3
matata,3
ttu,3
lovey,3
dovey,3
unstoppable,3
sserafim,3
ballet,3
ringtone,3
psycho,3
choco,2
chip,2
sprinkle,2
lookie,2
igh,2
hook,2
sup,2
min,2
odd,2
asap,2
bouncin,2
done,2
scroll,2
depend,2
stormy,2
cloudy,2
mirage,2
lost,2
tattoo,2
least,2
hotel,2
broad,2
remain,2
scratch,2
progress,2
difficult,2
friz,2
profile,2
cd,2
gucci,2
alexander,2
mcqueen,2
skill,2
freaking,2
stoppin,2
chaser,2
priceless,2
bucket,2
hole,2
bing,2
spittin,2
mindset,2
peter,2
pan,2
pen,2
bt,2
loco,2
garden,2
ahhh,2
wiggle,2
jingle,2
agust,2
negative,2
culture,2
jay,2
nas,2
role,2
model,2
cole,2
mac,2
kanye,2
bar,2
introduce,2
errthing,2
krizz,2
warrior,2
legend,2
symbol,2
provoke,2
dude,2
popular,2
wheel,2
keepin,2
pearl,2
swap,2
kali,2
pocket,2
dick,2
doggy,2
subway,2
errbody,2
creature,2
maintain,2
creative,2
korean,2
blee,2
axe,2
cheatin,2
online,2
errthe,2
basic,2
payday,2
jin,2
jimin,2
upon,2
cruisin,2
swish,2
desert,2
father,2
trend,2
cali,2
italy,2
fitness,2
violet,2
orangeade,2
biggie,2
manner,2
cinderella,2
doodoo,2
fo,2
sho,2
equal,2
rehab,2
text,2
teacher,2
hall,2
wander,2
stare,2
sore,2
record,2
classic,2
wrld,2
charming,2
army,2
martin,2
nope,2
risk,2
involve,2
happily,2
becky,2
tiene,2
soy,2
qui,2
va,2
dan,2
cm,2
egg,2
er,2
everythin,2
joy,2
cryin,2
shh,2
cg,2
jungle,2
morn,2
dong,2
ping,2
pong,2
che,2
join,2
medicine,2
table,2
surreal,2
logo,2
deceive,2
dambi,2
daily,2
fellow,2
crisp,2
original,2
quality,2
collaboration,2
majesty,2
boost,2
jet,2
ble,2
glo,2
smarty,2
tall,2
bell,2
slogan,2
puppet,2
hollow,2
ali,2
raw,2
impact,2
stain,2
asleep,2
secretly,2
tape,2
eternal,2
aha,2
incredible,2
innocence,2
dadada,2
los,2
grind,2
lifestyle,2
blur,2
ov,2
sse,2
russian,2
none,2
jamming,2
jackson,2
degree,2
buzz,2
bruh,2
holla,2
annoy,2
era,2
dizzy,2
intense,2
thumb,2
uno,2
prism,2
brush,2
sweep,2
root,2
quickly,2
ambulance,2
zig,2
nuh,2
gas,2
instagram,2
cheok,2
sseodo,2
meotdaero,2
gureo,2
aega,2
tassneunde,2
jigeumui,2
malgo,2
alcohol,2
drinking,2
countin,2
wae,2
cheoeumen,2
jalmoshan,2
geo,2
majeunikka,2
ildan,2
kkeunheo,2
mameul,2
il,2
nal,2
jalga,2
yea,2
geoya,2
geugos,2
agamyeon,2
doeji,2
jogeum,2
meolmyeon,2
eottae,2
ieojyeo,2
seon,2
ileum,2
saegyeossda,2
malhal,2
nun,2
keojin,2
iyul,2
gieoghae,2
neowa,2
ttoggat,2
mueos,2
ideun,2
pil,2
yohae,2
hajiman,2
egen,2
issji,2
anh,2
eunikka,2
dasi,2
mannaja,2
neol,2
hana,2
eobsneun,2
issdago,2
resemble,2
eventually,2
ue,2
depart,2
chilly,2
diffuse,2
towards,2
chocolat,2
bah,2
sneaker,2
despacito,2
dramatic,2
navigation,2
stereotype,2
rail,2
clip,2
meeting,2
buy,2
giv,2
dish,2
purpose,2
ady,2
percent,2
complicated,2
forbidden,2
fruit,2
swoosh,2
dialing,2
form,2
motivation,2
wonderland,2
silky,2
tiki,2
groovin,2
replace,2
tough,2
muzzle,2
scarred,2
eyed,2
afloat,2
prioritize,2
laziness,2
unfortune,2
unnecessary,2
mystic,2
aim,2
suck,2
april,2
memo,2
retire,2
core,2
metal,2
tire,2
pe,2
ener,2
nergy,2
brown,2
package,2
fave,2
dracula,2
trick,2
aaa,2
roadster,2
dial,2
recognize,2
chess,2
concentration,2
chit,2
chat,2
diff,2
rent,2
hooky,2
gimm,2
united,2
amplify,2
unite,2
hairstyle,2
cautious,2
utter,2
sp,2
spectacle,2
malone,2
calypso,2
tune,2
accelerando,2
rat,2
doubl,2
sweaty,2
dang,2
flirty,2
adore,2
galore,2
thirteen,2
rate,2
aft,2
hundr,2
khale,2
primetime,2
changin,2
beam,2
waeh,2
ninety,2
og,2
salute,2
nerdy,2
teriyaki,2
groovy,2
serendipity,2
surround,2
section,2
hoshi,2
gamble,2
moonrise,2
ceiling,2
cage,2
bone,2
breakin,2
carry,2
ight,2
plate,2
icy,2
spider,2
sneaky,2
koz,2
fish,2
zico,2
youtube,2
defend,2
dystopia,2
changer,2
bible,2
jinx,2
screw,2
ife,2
refresh,2
dawgs,2
motivated,2
pizza,2
feedback,2
suicide,2
patient,2
weight,2
nde,2
losin,2
hum,2
repubilc,2
popstar,2
nocturnal,2
kidz,2
whiskey,2
coma,2
hunt,2
attract,2
fat,2
jamie,2
mor,2
nervous,2
river,2
chill,2
dopamine,2
plac,2
basketball,2
breakfast,2
rugged,2
radi,2
decorate,2
tide,2
grain,2
dimension,2
imperfect,2
tunnel,2
fighting,2
precious,2
either,2
fancy,2
bother,2
curse,2
making,2
ending,2
logic,2
invasion,2
border,2
misery,2
breeze,2
puppy,2
sidekick,2
selfie,2
shall,2
vein,2
magnetize,2
chemistry,2
teenage,2
undo,2
carpet,2
book,2
sweatin,2
however,2
fuel,2
leash,2
update,2
emoji,2
dm,2
pl,2
ase,2
kindness,2
picnic,2
aime,2
danser,2
avec,2
toi,2
fabulous,2
blush,2
littl,2
danc,2
remind,2
gold,2
sputnik,2
orbit,2
chaos,2
unhappy,2
dri,2
nd,2
txt,2
wallet,2
ally,2
surfin,2
soak,2
inhale,2
exhale,2
cost,2
unable,2
lightly,2
leg,2
blu,2
speech,2
grief,2
joke,2
bop,2
bornin,2
nuisance,2
whispering,2
tempt,2
devilish,2
addictive,2
train,2
masquerade,2
tter,2
machine,2
ease,2
devotion,2
afterglow,2
tightly,2
yellow,2
california,2
ita,2
chick,2
guarantee,2
chasing,2
speak,2
barely,2
embrace,2
bl,2
align,2
collide,2
stomach,2
permanent,2
split,2
screaming,2
flock,2
standing,2
telephone,2
anytime,2
instead,2
neuron,2
respond,2
morse,2
serve,2
outgrow,2
growl,2
muhfucka,2
knife,2
collapse,2
lifeless,2
pro,2
ridah,2
guider,2
height,2
chest,2
snow,2
ak,2
cancelin,2
maniac,2
awaken,2
lisa,2
paintin,2
validation,2
louis,2
within,2
rival,2
ology,2
hire,2
squad,2
juliet,2
final,2
yerin,2
flor,2
ace,2
sire,2
risin,2
natural,2
invincible,2
vanity,2
funny,2
bathe,2
wipe,2
dos,2
lamppost,2
passenger,2
blessing,2
girlie,2
otherworldly,2
blastin,2
dit,2
company,2
victory,2
beyonc,2
cpr,2
pikachu,2
otaku,2
bestie,2
greek,2
yogurt,2
lying,2
hiding,2
bonnie,2
clyde,2
uncool,2
kno,2
nocking,2
cynical,2
cookie,1
stylish,1
heh,1
totally,1
excited,1
typical,1
differ,1
iiii,1
maxy,1
tym,1
infinity,1
chinae,1
